,level1,level2,level3,level4,paragraph,filename,text
6,La planification du réseau de transport,Un large bouquet de solutions pour répondre aux besoins identifiés,,,"Lorsqu’une étude fait apparaître un besoin, plusieurs stratégies d’évolution sont étudiées à partir d’un éventail assez large de solutions, parmi lesquelles l’optimisation de l’utilisation du réseau existant. Elles peuvent être déployées seules ou bien être combinées.
RTE cherche désormais à mettre en œuvre des solutions souples, réactives et flexibles pour articuler au mieux les nouveaux modes de production et de consommation locaux. Par ailleurs dès l’élaboration des stratégies, RTE prend en compte leur faisabilité, tant technique qu’environnemental. L’évaluation des différentes stratégies d’évolution du réseau vise alors à mettre en évidence les avantages et les inconvénients de chacune d’entre elles et à les interclasser.
",DODER_planification_long_terme.md,"Titre du document : La planification du réseau de transport
Section : Un large bouquet de solutions pour répondre aux besoins identifiés
Contenu : Lorsqu’une étude fait apparaître un besoin, plusieurs stratégies d’évolution sont étudiées à partir d’un éventail assez large de solutions, parmi lesquelles l’optimisation de l’utilisation du réseau existant. Elles peuvent être déployées seules ou bien être combinées.
RTE cherche désormais à mettre en œuvre des solutions souples, réactives et flexibles pour articuler au mieux les nouveaux modes de production et de consommation locaux. Par ailleurs dès l’élaboration des stratégies, RTE prend en compte leur faisabilité, tant technique qu’environnemental. L’évaluation des différentes stratégies d’évolution du réseau vise alors à mettre en évidence les avantages et les inconvénients de chacune d’entre elles et à les interclasser.
"
7,La planification du réseau de transport,Le choix de la stratégie préférentielle,,,"Les stratégies sont évaluées à travers un ensemble d’indicateurs techniques, économiques et environnementaux : il s’agit de la grille multicritères d’analyse. Une évaluation coûts-bénéfices est une composante de l’analyse qui permet d’infléchir le choix du projet présentant le meilleur bilan économique. Cette évaluation économique évalue le coût des congestions, de l’Energie Non Distribuée (END), de l’Energie Non Evacuée (ENE) et des pertes électriques.
Parallèlement, des critères techniques ou environnementaux, non quantifiables économiquement, doivent être également intégrés à l’analyse. Ceux-ci modulent alors l’analyse économique établie.
Dans le cadre de ses engagements pour la préservation de l’environnement et de la concertation avec ses parties prenantes, RTE met en œuvre diverses actions volontaires d’évitements :
* L'**évitement stratégique** grâce à l’utilisation optimisée du réseau existant, par le recours préférentielle à des solutions flexibles lorsqu’elles répondent au besoin.
* L'**évitement géographique** par le choix de l’emplacement des nouveaux ouvrages.
* L'**évitement technique**, comme par exemple, le choix de recourir, lorsque cela est pertinent, à la technologie souterraine.
* L'**évitement et réduction des incidences potentielles** en phase de conception et de construction des ouvrages.
Au fur et à mesure de l’avancement des études techniques et environnementales et de la concertation qui accompagnent la conception et la mise en œuvre des projets, l’analyse des impacts environnementaux vise à aboutir à la solution de moindre impact sur l’environnement.
",DODER_planification_long_terme.md,"Titre du document : La planification du réseau de transport
Section : Le choix de la stratégie préférentielle
Contenu : Les stratégies sont évaluées à travers un ensemble d’indicateurs techniques, économiques et environnementaux : il s’agit de la grille multicritères d’analyse. Une évaluation coûts-bénéfices est une composante de l’analyse qui permet d’infléchir le choix du projet présentant le meilleur bilan économique. Cette évaluation économique évalue le coût des congestions, de l’Energie Non Distribuée (END), de l’Energie Non Evacuée (ENE) et des pertes électriques.
Parallèlement, des critères techniques ou environnementaux, non quantifiables économiquement, doivent être également intégrés à l’analyse. Ceux-ci modulent alors l’analyse économique établie.
Dans le cadre de ses engagements pour la préservation de l’environnement et de la concertation avec ses parties prenantes, RTE met en œuvre diverses actions volontaires d’évitements :
* L'**évitement stratégique** grâce à l’utilisation optimisée du réseau existant, par le recours préférentielle à des solutions flexibles lorsqu’elles répondent au besoin.
* L'**évitement géographique** par le choix de l’emplacement des nouveaux ouvrages.
* L'**évitement technique**, comme par exemple, le choix de recourir, lorsque cela est pertinent, à la technologie souterraine.
* L'**évitement et réduction des incidences potentielles** en phase de conception et de construction des ouvrages.
Au fur et à mesure de l’avancement des études techniques et environnementales et de la concertation qui accompagnent la conception et la mise en œuvre des projets, l’analyse des impacts environnementaux vise à aboutir à la solution de moindre impact sur l’environnement.
"
0,Plan de reconstitution du RPT,Déroulement du plan,,,"Le principe de reconstitution du réseau suite à un incident de grande ampleur est décrit [dans cet article de la DTR](&E133).
Une conjonction exceptionnelle d’événements défavorables peut conduire, malgré la mise en œuvre par RTE de tous les moyens d’actions à sa disposition, y compris les actions de sauvegarde et de défense, à un effondrement total ou partiel du réseau (état de black-out) qu’on caractérise en France par la notion dite ""d’Incident Généralisé"" (IG).
RTE doit alors restaurer un fonctionnement normal du RPT (on parle alors de ""reconstitution du réseau"") avec les objectifs d’agir :
* au plus vite, de façon à limiter le plus possible dans le temps l’impact du black-out sur la vie sociale et économique du pays ;
* de façon maîtrisée, en respectant la sécurité des personnes et des biens et en évitant en particulier un nouvel incident sur le réseau, particulièrement fragile durant la phase de reconstitution.
Les objectifs du plan de reconstitution sont les suivants :
* Assurer l’alimentation d’au moins une source externe de l’unité de production nucléaire, consolider les moyens de production restés en fonctionnement (unités de production îlotées) et préparer les conditions permettant un redémarrage au plus tôt des autres.
* Engager la remise sous tension du réseau en développant les ossatures régionales, étendre la remise sous tension du réseau, réalimenter les clients prioritaires puis progressivement l’ensemble de la clientèle.
En synthèse, les actions mises en œuvre dans le cadre du plan de reconstitution se déroulent de la façon suivante :
",DODER_plan_reconstitution_du_reseau.md,"Titre du document : Plan de reconstitution du RPT
Section : Déroulement du plan
Contenu : Le principe de reconstitution du réseau suite à un incident de grande ampleur est décrit [dans cet article de la DTR](&E133).
Une conjonction exceptionnelle d’événements défavorables peut conduire, malgré la mise en œuvre par RTE de tous les moyens d’actions à sa disposition, y compris les actions de sauvegarde et de défense, à un effondrement total ou partiel du réseau (état de black-out) qu’on caractérise en France par la notion dite ""d’Incident Généralisé"" (IG).
RTE doit alors restaurer un fonctionnement normal du RPT (on parle alors de ""reconstitution du réseau"") avec les objectifs d’agir :
* au plus vite, de façon à limiter le plus possible dans le temps l’impact du black-out sur la vie sociale et économique du pays ;
* de façon maîtrisée, en respectant la sécurité des personnes et des biens et en évitant en particulier un nouvel incident sur le réseau, particulièrement fragile durant la phase de reconstitution.
Les objectifs du plan de reconstitution sont les suivants :
* Assurer l’alimentation d’au moins une source externe de l’unité de production nucléaire, consolider les moyens de production restés en fonctionnement (unités de production îlotées) et préparer les conditions permettant un redémarrage au plus tôt des autres.
* Engager la remise sous tension du réseau en développant les ossatures régionales, étendre la remise sous tension du réseau, réalimenter les clients prioritaires puis progressivement l’ensemble de la clientèle.
En synthèse, les actions mises en œuvre dans le cadre du plan de reconstitution se déroulent de la façon suivante :
"
1,Plan de reconstitution du RPT,Déroulement du plan,Etape 1 : Activation de l’ordre IG (Incident Généralisé) par RTE,,"Permet de communiquer à l’ensemble des acteurs concernés via le Système d’Alerte et de Sauvegarde (SAS) une situation de IG / black-out et que le plan de reconstitution du réseau va être mis en œuvre. Toutes les actions en cours doivent être suspendues et les premières actions prévues dans l’ordre IG immédiatement enclenchées ; notamment le passage en lien direct. Ces dispositions correspondent aux exigences des articles 25 et 27 du règlement (UE) 2017/2196.
",DODER_plan_reconstitution_du_reseau.md,"Titre du document : Plan de reconstitution du RPT
Section : Déroulement du plan
Sous-section : Etape 1 : Activation de l’ordre IG (Incident Généralisé) par RTE
Contenu : Permet de communiquer à l’ensemble des acteurs concernés via le Système d’Alerte et de Sauvegarde (SAS) une situation de IG / black-out et que le plan de reconstitution du réseau va être mis en œuvre. Toutes les actions en cours doivent être suspendues et les premières actions prévues dans l’ordre IG immédiatement enclenchées ; notamment le passage en lien direct. Ces dispositions correspondent aux exigences des articles 25 et 27 du règlement (UE) 2017/2196.
"
2,Plan de reconstitution du RPT,Déroulement du plan,Etape 2 : Préparation du réseau,,"Par la mise en œuvre automatique du plan AMU (Automates Manque Tension), dont l’objectif est de découper le réseau en poches permettant de maîtriser les surtensions transitoires et la puissance réalimentée pendant toute la durée de la reconstitution.
",DODER_plan_reconstitution_du_reseau.md,"Titre du document : Plan de reconstitution du RPT
Section : Déroulement du plan
Sous-section : Etape 2 : Préparation du réseau
Contenu : Par la mise en œuvre automatique du plan AMU (Automates Manque Tension), dont l’objectif est de découper le réseau en poches permettant de maîtriser les surtensions transitoires et la puissance réalimentée pendant toute la durée de la reconstitution.
"
3,Plan de reconstitution du RPT,Déroulement du plan,Etape 3 : Préparation des unités de production à la reconstitution du réseau,,"Par la réduction de la tension de renvoi en prenant un pourcentage de la tension stator nominale afin de limiter les surtensions transitoires et permanentes, la mobilisation de la réserve primaire exceptionnelle et la mise en œuvre des fonctions spécifiques au renvoi de tension notamment, conformément aux articles 28 à 31 du règlement (UE) 2017/2196.
",DODER_plan_reconstitution_du_reseau.md,"Titre du document : Plan de reconstitution du RPT
Section : Déroulement du plan
Sous-section : Etape 3 : Préparation des unités de production à la reconstitution du réseau
Contenu : Par la réduction de la tension de renvoi en prenant un pourcentage de la tension stator nominale afin de limiter les surtensions transitoires et permanentes, la mobilisation de la réserve primaire exceptionnelle et la mise en œuvre des fonctions spécifiques au renvoi de tension notamment, conformément aux articles 28 à 31 du règlement (UE) 2017/2196.
"
4,Plan de reconstitution du RPT,Déroulement du plan,Etape 4 : Consolidation de la sûreté des tranches nucléaires,,"Les moyens pour réalimenter les sources externes d’une tranche nucléaire sont les suivants :
* Réseaux puissants voisins (français ou étrangers)
* Scénario de renvoi de tension tranche source à tranche cible
* Scénario de renvoi de tension externe (depuis un ""groupe source"")
* Ossature sous tension, si terminée, à proximité et chargée avec de la consommation raccordée (cf. paragraphe suivant)
",DODER_plan_reconstitution_du_reseau.md,"Titre du document : Plan de reconstitution du RPT
Section : Déroulement du plan
Sous-section : Etape 4 : Consolidation de la sûreté des tranches nucléaires
Contenu : Les moyens pour réalimenter les sources externes d’une tranche nucléaire sont les suivants :
* Réseaux puissants voisins (français ou étrangers)
* Scénario de renvoi de tension tranche source à tranche cible
* Scénario de renvoi de tension externe (depuis un ""groupe source"")
* Ossature sous tension, si terminée, à proximité et chargée avec de la consommation raccordée (cf. paragraphe suivant)
"
5,Plan de reconstitution du RPT,Déroulement du plan,Etape 5 : Mise en œuvre des ossatures HTB.,,"Les ossatures sont mises en œuvre en parallèle des scénarios de renvoi de tension.
Une ossature est construite à partir d’au moins un « groupe source » nucléaire, ou d’un ou plusieurs réseaux séparés puissants, reliés entre eux, comme notamment exposé à l’article 26 du règlement (UE) 2017/2196.
",DODER_plan_reconstitution_du_reseau.md,"Titre du document : Plan de reconstitution du RPT
Section : Déroulement du plan
Sous-section : Etape 5 : Mise en œuvre des ossatures HTB.
Contenu : Les ossatures sont mises en œuvre en parallèle des scénarios de renvoi de tension.
Une ossature est construite à partir d’au moins un « groupe source » nucléaire, ou d’un ou plusieurs réseaux séparés puissants, reliés entre eux, comme notamment exposé à l’article 26 du règlement (UE) 2017/2196.
"
6,Plan de reconstitution du RPT,Déroulement du plan,Etape 6 : Extension des ossatures et couplage des autres unités de production,,"Une fois les ossatures constituées, sécurisées (résilientes à la survenue d'un aléa) et chargées, elles peuvent être étendues :
* Géographiquement
* En reprenant de la consommation sur les échelons moins prioritaires
* En recouplant les autres unités de production sur l’ossature au fur et à mesure de son extension
",DODER_plan_reconstitution_du_reseau.md,"Titre du document : Plan de reconstitution du RPT
Section : Déroulement du plan
Sous-section : Etape 6 : Extension des ossatures et couplage des autres unités de production
Contenu : Une fois les ossatures constituées, sécurisées (résilientes à la survenue d'un aléa) et chargées, elles peuvent être étendues :
* Géographiquement
* En reprenant de la consommation sur les échelons moins prioritaires
* En recouplant les autres unités de production sur l’ossature au fur et à mesure de son extension
"
7,Plan de reconstitution du RPT,Déroulement du plan,Etape 7 : Fin de l’Incident Généralisé,,"La fin de l’Incident Généralisé est matérialisée par l’envoi par RTE de l’ordre SAS correspondant après vérification des éléments suivants :
* la sûreté nucléaire a été consolidée
* toutes les ossatures sont recouplées entre elles et au réseau général
* plus aucun réseau séparé de grande ampleur ne subsiste
* la majorité des interconnexions est remise en service et le réglage de la fréquence et de la tension est en mode nominal
* la majorité des clients prioritaires coupés est réalimentée
* la réalimentation des clients non prioritaires coupés est en cours
On pourra considérer que tous ces critères sont remplis dès lors que le GRT est en mesure de préparer conjointement avec les acteurs le retour à une exploitation programmée des unités de production.
",DODER_plan_reconstitution_du_reseau.md,"Titre du document : Plan de reconstitution du RPT
Section : Déroulement du plan
Sous-section : Etape 7 : Fin de l’Incident Généralisé
Contenu : La fin de l’Incident Généralisé est matérialisée par l’envoi par RTE de l’ordre SAS correspondant après vérification des éléments suivants :
* la sûreté nucléaire a été consolidée
* toutes les ossatures sont recouplées entre elles et au réseau général
* plus aucun réseau séparé de grande ampleur ne subsiste
* la majorité des interconnexions est remise en service et le réglage de la fréquence et de la tension est en mode nominal
* la majorité des clients prioritaires coupés est réalimentée
* la réalimentation des clients non prioritaires coupés est en cours
On pourra considérer que tous ces critères sont remplis dès lors que le GRT est en mesure de préparer conjointement avec les acteurs le retour à une exploitation programmée des unités de production.
"
8,Plan de reconstitution du RPT,Les missions de RTE en matière de reconstitution de réseau,,,"[Le cahier des charges portant concession à RTE du réseau public de transport d’électricité](&E106), reprend les clauses du cahier des charges type annexé au décret 2006-1731. Il définit plusieurs dispositifs qui doivent être mis en œuvre par RTE et les producteurs en vue de garantir la **Reconstitution de Réseau** et les **Renvois de Tension** participant à la sûreté nucléaire et à la sûreté du système électrique :
* L’article 33 prévoit :
	* d’une part qu’il revient à RTE d’établir un plan de reconstitution du réseau et de s’assurer de la disponibilité des ouvrages du réseau lors de la reconstitution du réseau ;
	* et d’autre part que, le cas échéant, les installations de production disponibles et techniquement capables de participer à la reconstitution du réseau, doivent être mises en service à la demande du concessionnaire.
* L’article 34 prévoit pour sa part que :
	* pour des raisons de sûreté et à la demande du producteur, le concessionnaire assure en priorité la réalimentation des installations de production nucléaire,
	* le cas échéant en mettant en œuvre les dispositions prévues aux articles 32 [délestages] et 33 ci-dessus [reconstitution du réseau en cas d’incident de grande ampleur].
Également, les principes du plan de reconstitution et les mesures pour le mettre en œuvre, ont été discutés lors de la concertation sur la mise en œuvre du règlement (UE) 2017/2196. Ces dispositions ont été approuvées par la CRE dans la délibération N°2019-164.",DODER_plan_reconstitution_du_reseau.md,"Titre du document : Plan de reconstitution du RPT
Section : Les missions de RTE en matière de reconstitution de réseau
Contenu : [Le cahier des charges portant concession à RTE du réseau public de transport d’électricité](&E106), reprend les clauses du cahier des charges type annexé au décret 2006-1731. Il définit plusieurs dispositifs qui doivent être mis en œuvre par RTE et les producteurs en vue de garantir la **Reconstitution de Réseau** et les **Renvois de Tension** participant à la sûreté nucléaire et à la sûreté du système électrique :
* L’article 33 prévoit :
	* d’une part qu’il revient à RTE d’établir un plan de reconstitution du réseau et de s’assurer de la disponibilité des ouvrages du réseau lors de la reconstitution du réseau ;
	* et d’autre part que, le cas échéant, les installations de production disponibles et techniquement capables de participer à la reconstitution du réseau, doivent être mises en service à la demande du concessionnaire.
* L’article 34 prévoit pour sa part que :
	* pour des raisons de sûreté et à la demande du producteur, le concessionnaire assure en priorité la réalimentation des installations de production nucléaire,
	* le cas échéant en mettant en œuvre les dispositions prévues aux articles 32 [délestages] et 33 ci-dessus [reconstitution du réseau en cas d’incident de grande ampleur].
Également, les principes du plan de reconstitution et les mesures pour le mettre en œuvre, ont été discutés lors de la concertation sur la mise en œuvre du règlement (UE) 2017/2196. Ces dispositions ont été approuvées par la CRE dans la délibération N°2019-164."
0,Prévision des échanges,Echanges commerciaux et flux physiques,,,"Les _échanges commerciaux_ entre deux pays sont la résultante des différents ordres d’achat et de vente passés entre les bourses de ces deux pays  et des nominations long terme  (issues des cycles annuel et mensuel). En agrégeant les différents échanges d’un même pays avec ses voisins, on obtient son bilan ou ""position nette"" (négatif en cas d’import, positif en cas d’export).
En développement, les prévisions sur les échanges sont le résultat des études de marché (réalisées avec l'outil ANTARES) qui cherchent à optimiser le coût du mix de production sur l’ensemble des pays interconnectés tout en respectant les capacités d’échanges entre pays.
Pour un même bilan, on peut bien sûr avoir plusieurs configurations d’échanges :
![Exemple d'échanges commerciaux entre 3 pays](&F42)
Les _flux physiques_, qui correspondent à l’énergie circulant réellement sur le réseau, sont influencés par le programme d’échanges mais ils obéissent avant tout aux règles physiques du réseau. Ils dépendent de l’impédance du réseau, de la localisation des productions et des consommations, et éventuellement des réglages des TD ou HVDC aux frontières.
Ainsi _flux physiques_ et _échanges commerciaux_ au travers d’une frontière sont pratiquement toujours différents.
Voici une illustration très simple :
* dans les deux cas le bilan de chaque pays reste identique (Pays A : 500 MW, B : -100 MW, C : -400 MW)
* la seule différence est interne au pays A (répartition prod/conso), admettons aussi que les échanges commerciaux soient les mêmes (A → C 400 MW, A → B 100 MW, B → C : 0 MW)
![Exemples de flux physiques entre 3 pays](&F43)
Ces échanges ont donc un impact sur les transits (donc aussi sur les pertes, les tensions…) et peuvent aggraver ou diminuer les contraintes sur une situation d’étude. Les échanges, avec la production et la consommation (localisation et niveau) sont les éléments qui peuvent générer des besoins d’investissement-développement sur le réseau (hormis l’obsolescence de certains éléments du réseau).
Les échanges ont un impact sur les flux 400 kV. Ces flux 400 kV peuvent avoir ou non des impacts sur les réseaux de répartition (cela dépend si la zone est sensible ou non à ces flux 400 kV. La hiérarchisation des réseaux permet de désensibiliser une zone). La hiérarchisation d’une zone permet de supprimer un des trois éléments principaux de besoins d’investissement-développement, à savoir les échanges, et alors les seules incertitudes sont liées à la consommation et à la production dont les niveaux de variation dans le futur peuvent être moins volatiles.
Les échanges ne sont pas les seuls éléments pouvant avoir un impact sur les flux 400 kV :
* la localisation et le niveau de la consommation (données issue du corps d’hypothèse)
* la localisation et le niveau de la production, et en particulier pour la production imposée, quels choix ont été réalisés pour imposer à telle ou telle valeur ces productions. Pour la production au mérit order, sur le choix de démarrer tel ou tel groupe au même coût par convergence.
Les échanges impactent souvent beaucoup les contraintes observées et le choix des stratégies de renforcement. Ces hypothèses sont volatiles dans un monde incertain : il faut donc ne pas oublier que nous allons proposer des stratégies de renforcement dans un contexte énergétique/politique donné. D’un BP sur l’autre, les politiques énergétiques peuvent changer (développement EnR, arrêt du nucléaire…) et donc remettre en question des renforcements. A nous de proposer des stratégies les plus robustes possibles.
",DODER_previsions_des_echanges_pour_les_etudes.md,"Titre du document : Prévision des échanges
Section : Echanges commerciaux et flux physiques
Contenu : Les _échanges commerciaux_ entre deux pays sont la résultante des différents ordres d’achat et de vente passés entre les bourses de ces deux pays  et des nominations long terme  (issues des cycles annuel et mensuel). En agrégeant les différents échanges d’un même pays avec ses voisins, on obtient son bilan ou ""position nette"" (négatif en cas d’import, positif en cas d’export).
En développement, les prévisions sur les échanges sont le résultat des études de marché (réalisées avec l'outil ANTARES) qui cherchent à optimiser le coût du mix de production sur l’ensemble des pays interconnectés tout en respectant les capacités d’échanges entre pays.
Pour un même bilan, on peut bien sûr avoir plusieurs configurations d’échanges :
![Exemple d'échanges commerciaux entre 3 pays](&F42)
Les _flux physiques_, qui correspondent à l’énergie circulant réellement sur le réseau, sont influencés par le programme d’échanges mais ils obéissent avant tout aux règles physiques du réseau. Ils dépendent de l’impédance du réseau, de la localisation des productions et des consommations, et éventuellement des réglages des TD ou HVDC aux frontières.
Ainsi _flux physiques_ et _échanges commerciaux_ au travers d’une frontière sont pratiquement toujours différents.
Voici une illustration très simple :
* dans les deux cas le bilan de chaque pays reste identique (Pays A : 500 MW, B : -100 MW, C : -400 MW)
* la seule différence est interne au pays A (répartition prod/conso), admettons aussi que les échanges commerciaux soient les mêmes (A → C 400 MW, A → B 100 MW, B → C : 0 MW)
![Exemples de flux physiques entre 3 pays](&F43)
Ces échanges ont donc un impact sur les transits (donc aussi sur les pertes, les tensions…) et peuvent aggraver ou diminuer les contraintes sur une situation d’étude. Les échanges, avec la production et la consommation (localisation et niveau) sont les éléments qui peuvent générer des besoins d’investissement-développement sur le réseau (hormis l’obsolescence de certains éléments du réseau).
Les échanges ont un impact sur les flux 400 kV. Ces flux 400 kV peuvent avoir ou non des impacts sur les réseaux de répartition (cela dépend si la zone est sensible ou non à ces flux 400 kV. La hiérarchisation des réseaux permet de désensibiliser une zone). La hiérarchisation d’une zone permet de supprimer un des trois éléments principaux de besoins d’investissement-développement, à savoir les échanges, et alors les seules incertitudes sont liées à la consommation et à la production dont les niveaux de variation dans le futur peuvent être moins volatiles.
Les échanges ne sont pas les seuls éléments pouvant avoir un impact sur les flux 400 kV :
* la localisation et le niveau de la consommation (données issue du corps d’hypothèse)
* la localisation et le niveau de la production, et en particulier pour la production imposée, quels choix ont été réalisés pour imposer à telle ou telle valeur ces productions. Pour la production au mérit order, sur le choix de démarrer tel ou tel groupe au même coût par convergence.
Les échanges impactent souvent beaucoup les contraintes observées et le choix des stratégies de renforcement. Ces hypothèses sont volatiles dans un monde incertain : il faut donc ne pas oublier que nous allons proposer des stratégies de renforcement dans un contexte énergétique/politique donné. D’un BP sur l’autre, les politiques énergétiques peuvent changer (développement EnR, arrêt du nucléaire…) et donc remettre en question des renforcements. A nous de proposer des stratégies les plus robustes possibles.
"
1,Prévision des échanges,Modélisation des échanges pour les études de développement,Les échanges dans le [Corps d'hypothèses général (CHG)](&A10),,"Pour les études de réseau, il est nécessaire de connaître, au moins de façon approchée, les volumes d’échanges et leur direction, cohérents avec le niveau de la demande française. En effet, les flux induits par ces échanges sur les interconnexions et sur le réseau français peuvent être importants et doivent donc être pris en compte dans les études de réseau et les analyses de contraintes.
En développement, on se projette en avenir plus ou moins incertain. Les hypothèses d’échanges sont donc volatiles et dépendent des données d’entrée des études de marché (hypothèses sur la consommation, le parc de production, son coût…). Les études de marché donnent des résultats sur chaque heure de l’année cible. Il est impossible de manière déterministe d’étudier chacun de ces points horaires. Donc le corps d’hypothèse résume toutes ces hypothèses, et décline, entre autre, ces résultats des études de marché en échanges préférentiels selon les points horaire étudiés. Il propose au final deux déclinaisons :
* une grille d’échanges Sud-Nord
* une grille d’échanges Est-Ouest
Au chargé d’étude de choisir la grille à utiliser par rapport à son étude. Ces grilles associent aux cas à étudier, leur probabilité d’occurrence. Attention selon la manière dont est décrite l’Angleterre dans votre fichier CONVERGENCE (soit cas 1 : que des interconnexions vers la France, soit cas 2 : toutes les interconnexions issues d’Angleterre), il faut utiliser des résultats différents.
",DODER_previsions_des_echanges_pour_les_etudes.md,"Titre du document : Prévision des échanges
Section : Modélisation des échanges pour les études de développement
Sous-section : Les échanges dans le [Corps d'hypothèses général (CHG)](&A10)
Contenu : Pour les études de réseau, il est nécessaire de connaître, au moins de façon approchée, les volumes d’échanges et leur direction, cohérents avec le niveau de la demande française. En effet, les flux induits par ces échanges sur les interconnexions et sur le réseau français peuvent être importants et doivent donc être pris en compte dans les études de réseau et les analyses de contraintes.
En développement, on se projette en avenir plus ou moins incertain. Les hypothèses d’échanges sont donc volatiles et dépendent des données d’entrée des études de marché (hypothèses sur la consommation, le parc de production, son coût…). Les études de marché donnent des résultats sur chaque heure de l’année cible. Il est impossible de manière déterministe d’étudier chacun de ces points horaires. Donc le corps d’hypothèse résume toutes ces hypothèses, et décline, entre autre, ces résultats des études de marché en échanges préférentiels selon les points horaire étudiés. Il propose au final deux déclinaisons :
* une grille d’échanges Sud-Nord
* une grille d’échanges Est-Ouest
Au chargé d’étude de choisir la grille à utiliser par rapport à son étude. Ces grilles associent aux cas à étudier, leur probabilité d’occurrence. Attention selon la manière dont est décrite l’Angleterre dans votre fichier CONVERGENCE (soit cas 1 : que des interconnexions vers la France, soit cas 2 : toutes les interconnexions issues d’Angleterre), il faut utiliser des résultats différents.
"
2,Prévision des échanges,Modélisation des échanges pour les études de développement,Bilans import/export pour la base Platine,,"Dans la base PLATINE, les bilans import/export sont fournis pour les 7 pays étrangers décrits sommairement par le réseau équivalent de la base (Allemagne, Belgique, Pays-Bas, Suisse, Italie, Espagne et Grande Bretagne). 
Ces valeurs sont données pour chacun des points classiques et pour plusieurs horizons d’étude.
",DODER_previsions_des_echanges_pour_les_etudes.md,"Titre du document : Prévision des échanges
Section : Modélisation des échanges pour les études de développement
Sous-section : Bilans import/export pour la base Platine
Contenu : Dans la base PLATINE, les bilans import/export sont fournis pour les 7 pays étrangers décrits sommairement par le réseau équivalent de la base (Allemagne, Belgique, Pays-Bas, Suisse, Italie, Espagne et Grande Bretagne). 
Ces valeurs sont données pour chacun des points classiques et pour plusieurs horizons d’étude.
"
3,Prévision des échanges,Modélisation des échanges pour les études de développement,Description détaillée des échanges,,"Le corps d'hypothèses fournit, pour les ""points classiques"" les plus utilisés (janvier 4h, janvier 9h, avril 10h, juin 4h et juin 10h), les bilans des 8 systèmes centrés autour de la France (Allemagne, Belgique, Pays-Bas, Autriche, Italie, Suisse, Espagne et Grande-Bretagne).
Autour de ce scénario Médian, s’articulent trois variantes :
* ""Nord Importateur""
* ""Nord-Sud Consommation élevée""
* ""Nord exportateur""
Ces variantes correspondent à des scénarii plausibles et permettent de plus de faire ressortir l’ensemble des contraintes 400 kV connues en France.
Cette modélisation plus fine permet une meilleure estimation des flux physiques d’électricité (vers la plaque continentale notamment) et une meilleure détection des contraintes venant brider les échanges qu’il serait commercialement intéressant de programmer. Elle a la même limite que la première modélisation : les bilans sont donnés uniquement en ""situation moyenne"", alors qu’ils peuvent être significativement altérés par le jeu des aléas (vague de froid, manque de vent en Allemagne, sécheresse en Espagne ou niveau des lacs bas pour le Nordel,...), et que ces altérations ne sont pas explicitement représentées. Néanmoins, l'utilisation des variantes permet d’étudier la très grande majorité des situations d’échanges potentielles, quels qu’en soient les déterminants.
",DODER_previsions_des_echanges_pour_les_etudes.md,"Titre du document : Prévision des échanges
Section : Modélisation des échanges pour les études de développement
Sous-section : Description détaillée des échanges
Contenu : Le corps d'hypothèses fournit, pour les ""points classiques"" les plus utilisés (janvier 4h, janvier 9h, avril 10h, juin 4h et juin 10h), les bilans des 8 systèmes centrés autour de la France (Allemagne, Belgique, Pays-Bas, Autriche, Italie, Suisse, Espagne et Grande-Bretagne).
Autour de ce scénario Médian, s’articulent trois variantes :
* ""Nord Importateur""
* ""Nord-Sud Consommation élevée""
* ""Nord exportateur""
Ces variantes correspondent à des scénarii plausibles et permettent de plus de faire ressortir l’ensemble des contraintes 400 kV connues en France.
Cette modélisation plus fine permet une meilleure estimation des flux physiques d’électricité (vers la plaque continentale notamment) et une meilleure détection des contraintes venant brider les échanges qu’il serait commercialement intéressant de programmer. Elle a la même limite que la première modélisation : les bilans sont donnés uniquement en ""situation moyenne"", alors qu’ils peuvent être significativement altérés par le jeu des aléas (vague de froid, manque de vent en Allemagne, sécheresse en Espagne ou niveau des lacs bas pour le Nordel,...), et que ces altérations ne sont pas explicitement représentées. Néanmoins, l'utilisation des variantes permet d’étudier la très grande majorité des situations d’échanges potentielles, quels qu’en soient les déterminants.
"
